Gene	Category	DAN	Size	rho	p	FDR	depleted	enriched
FAM210B	Other	0.0126456239380342	4	0.0796639445909148	0.395288358367649	0.839793004341009	NA	4464
BTNL9	Other	0.219582253207519	4	0.0796835959074521	0.39535427132149	0.839821981734835	NA	4465
SCG3	Other	0.110131417684357	4	0.079722907011083	0.395473130746448	0.839821981734835	NA	4466
RWDD2B	Other	0.202283888873023	4	0.0797425667982832	0.395529318838246	0.839821981734835	NA	4467
LIME1	Other	0.204915444854174	4	0.0797518715115117	0.395557953154259	0.839821981734835	NA	4468
SLC25A36	Other	-0.129564769668368	4	0.0797523977507529	0.395558493424372	0.839821981734835	4163	NA
OR4A15	Other	0.0455121041885602	4	0.0797622294091444	0.395587127740385	0.839821981734835	NA	4469
CHMP2B	Other	0.162506245131216	4	0.0797734173954387	0.395622785567873	0.839821981734835	NA	4470
FGF2	Other	0.128093504839604	4	0.0798351455281378	0.395783245791566	0.840065295619208	NA	4471
PPP1R3F	Other	0.187438049649894	4	0.0798507461022504	0.395831870101776	0.840065380221624	NA	4472
HSD17B1	Other	-0.0934433870111355	4	0.0798802643741698	0.39589994413607	0.840065380221624	4164	NA
TMEFF2	Other	0.0877992327616223	4	0.079909789000163	0.395987467894448	0.840065380221624	NA	4473
HAPLN4	Other	-0.139248124362406	4	0.079912331973261	0.396000434377171	0.840065380221624	4165	NA
S1PR4	Other	0.0501213552414442	4	0.079919631954208	0.396018803561028	0.840065380221624	NA	4474
SKAP2	Other	0.1625617412637	4	0.0799432147246857	0.396082015164302	0.840065380221624	NA	4475
JPH1	Other	0.176025415368681	4	0.0799529183938889	0.396104166238953	0.840065380221624	NA	4476
NME1	Other	-0.141858779541329	4	0.0799787045054376	0.39618844837665	0.840134632389662	4166	NA
PRSS37	Nonessential	0.212663614204673	4	0.0800031749668616	0.39626840835344	0.840134632389662	NA	4477
LAMP5	Other	0.204576519341964	4	0.0800049942349371	0.396274351324688	0.840134632389662	NA	4478
DDX17	Other	-0.128045196766191	4	0.0800279510484456	0.3963310796866	0.840157705764793	4167	NA
UBR7	Other	0.156877351949857	4	0.0801036819360546	0.396552050162999	0.840470768804962	NA	4479
PCDHA6	Other	0.133138327152688	4	0.0801131533027541	0.396576902588218	0.840470768804962	NA	4480
ARHGAP36	Other	0.184578389952456	4	0.0801462147761757	0.396687117691361	0.840470768804962	NA	4481
SDR9C7	Nonessential	0.152451899436652	4	0.0801595246856411	0.396736282271685	0.840470768804962	NA	4482
ATG16L2	Other	0.0138069270824915	4	0.080204180669953	0.396851359805849	0.840470768804962	NA	4483
KLF4	Other	0.133470857586387	4	0.0802059065629045	0.396855141696643	0.840470768804962	NA	4484
DUSP27	Other	0.0476108344706463	4	0.080221369520308	0.396905386817193	0.840470768804962	NA	4485
ABHD15	Other	-0.0624842326892915	4	0.0802251137555244	0.396919974110256	0.840470768804962	4168	NA
ITGB8	Other	-0.154390992986565	4	0.0802368336433808	0.396948608426269	0.840470768804962	4169	NA
KIF1B	Other	0.151912259748926	4	0.0802544269488071	0.396992370305458	0.840470768804962	NA	4486
IGFL3	Other	0.20824766691279	4	0.0802645801947164	0.397018303270903	0.840470768804962	NA	4487
FBXW11	Other	0.070494664903998	4	0.0802677653861622	0.397029108673172	0.840470768804962	NA	4488
OR52N1	Other	0.210004739153162	4	0.0803296428556612	0.397208478350836	0.840753358080091	NA	4489
GRIA2	Other	0.135905560554794	4	0.0803549133306071	0.397282495356378	0.840759266457824	NA	4490
ABTB1	Other	0.154207985363934	4	0.0803605885808892	0.397303025620689	0.840759266457824	NA	4491
POSTN	Other	0.171591970046967	4	0.0805016161494419	0.397742805493034	0.841592732186277	NA	4492
NIT2	Other	0.125108126317478	4	0.080561849332671	0.397935141653421	0.84190249433625	NA	4493
RALGAPA2	Other	0.151154377737382	4	0.0806060932615957	0.398059944049627	0.842069321788464	NA	4494
PF4V1	Other	0.140889043783269	4	0.0806393096882667	0.398162055101068	0.84207252500951	NA	4495
SNX17	Other	-0.12011113757393	4	0.0806598661684064	0.398214461302073	0.84207252500951	4170	NA
AHSG	Other	0.11566976370049	4	0.0806598661684065	0.398214461302073	0.84207252500951	NA	4496
ATP5O	Other	-0.182003117818231	4	0.0806703019732513	0.398245256698539	0.84207252500951	4171	NA
SLC6A2	Other	0.120683734559472	4	0.0807065508257677	0.398365196663724	0.842228956398178	NA	4497
TAF4B	Other	0.227670687346339	4	0.0808563533466175	0.398826047070493	0.843106025910008	NA	4498
TFAP2C	Other	-0.107798123811818	4	0.080887667453531	0.398900604346149	0.843166375461076	4172	NA
PTBP2	Other	0.195462569246627	4	0.0809804805537751	0.399144266167313	0.843584110458099	NA	4499
C5ORF60	Other	0.0095471151611951	4	0.0810165900578633	0.399265826942838	0.843743720543641	NA	4500
COX7B2	Nonessential	0.200250572445798	4	0.0810425720269709	0.399329578816225	0.843781143939368	NA	4501
KRTAP9-9	Other	-0.192067738631177	4	0.0810959864116509	0.39949976390196	0.843818669721316	4173	NA
FAIM2	Other	0.105495783767075	4	0.0811059141364327	0.399525156597292	0.843818669721316	NA	4502
LRP2BP	Other	0.13777415651252	4	0.0811082987609961	0.399534341189221	0.843818669721316	NA	4503
TMEM260	Other	0.138898596826065	4	0.0811158425680263	0.399551089562738	0.843818669721316	NA	4504
SEC11A	Other	-0.0988155022594927	4	0.0811257717064382	0.399577562798297	0.843818669721316	4174	NA
C8ORF82	Other	0.0318043982855378	4	0.081158507992663	0.399690479252007	0.843872379636028	NA	4505
CCDC97	Other	0.116206408982015	4	0.0811654953283946	0.399708848435864	0.843872379636028	NA	4506
C11ORF65	Other	-0.208001027868041	4	0.0811823457357757	0.399770439228797	0.843872379636028	4175	NA
MATN1	Other	0.191138503464406	4	0.0811853613804468	0.399787187602314	0.843872379636028	NA	4507
SLCO6A1	Nonessential	0.168416193512196	4	0.0812251019669518	0.399901184596251	0.84401579049993	NA	4508
ZNF189	Other	0.176993349347524	4	0.0812648538636613	0.400014101049961	0.844156888051772	NA	4509
GNG5	Other	-0.0440569196873156	4	0.0813046170709787	0.400152950469117	0.84435267360933	4176	NA
FBLIM1	Other	-0.19159471831637	4	0.0813245029162414	0.400219943963184	0.84439681016225	4177	NA
TUBA3C	Other	0.124047581857956	4	0.0813533078510943	0.400288017997478	0.844443216049474	NA	4510
WIPI2	Other	0.162073409440469	4	0.0813941256439403	0.400408498232776	0.844517426426187	NA	4511
TMEM214	Other	-0.151408182297565	4	0.0813999582242071	0.400438213089016	0.844517426426187	4178	NA
WNT8A	Other	0.10659162042717	4	0.0814095232874775	0.400461444703894	0.844517426426187	NA	4512
SGSM2	Other	-0.0978972200066288	4	0.0814637830143804	0.400609478714978	0.84473240213217	4179	NA
CXCL11	Other	0.167071496685892	4	0.0815099150034771	0.400742925432999	0.844908216808107	NA	4513
COL5A2	Other	0.123019612480241	4	0.0815244101907664	0.400785066501848	0.844908216808107	NA	4514
SLC5A1	Other	-0.136755372665797	4	0.0815533933977376	0.400870969449886	0.844992107906443	4180	NA
SERTAD2	Other	0.110078052329062	4	0.0815932386189791	0.400972540231214	0.845023947030785	NA	4515
TES	Other	-0.22065943979649	4	0.0816032016920732	0.401000094007	0.845023947030785	4181	NA
C4ORF22	Other	0.0600868139232573	4	0.0816102984904785	0.401024406162105	0.845023947030785	NA	4516
TMPRSS11B	Nonessential	0.172472836826922	4	0.0816530276645569	0.401138943426155	0.845137295019009	NA	4517
NUP210	Other	0.142965613236966	4	0.081672963003606	0.401188648276592	0.845137295019009	NA	4518
PIGP	Other	-0.0916801819474015	4	0.0816929011713328	0.401257262581	0.845137295019009	4182	NA
USP11	Other	0.199855801203003	4	0.0816956526311116	0.401262665282134	0.845137295019009	NA	4519
TMEM225	Nonessential	0.149248700109413	4	0.0817268026627418	0.401345866879605	0.845208455365927	NA	4520
ELK4	Other	0.215240014344227	4	0.0817608582925934	0.401438253069004	0.845208455365927	NA	4521
EIF5B	Essential	-0.29045641313523	4	0.0817608582925934	0.401438253069004	0.845208455365927	4183	NA
SDK1	Other	0.130772891889356	4	0.0817726821300099	0.401480934407967	0.845208455365927	NA	4522
TMEM81	Other	0.132490052013357	4	0.0818425275983916	0.401679753809715	0.845467579601323	NA	4523
FAM53A	Other	0.177870588124959	4	0.0818525083514952	0.401714871367089	0.845467579601323	NA	4524
ZNF562	Other	0.231325871776205	4	0.0818612212090676	0.401742425142874	0.845467579601323	NA	4525
PTCHD1	Other	0.189355352162634	4	0.0819323798389505	0.401948808326211	0.845804783716401	NA	4526
KIAA1456	Other	0.174920331565304	4	0.0819623433175227	0.402043355596064	0.845906605585932	NA	4527
GPR173	Other	0.140663093765221	4	0.0820522719507196	0.40231241011256	0.846292015565193	NA	4528
RPS6KA5	Other	0.116630763112583	4	0.0820541571835852	0.402318893353921	0.846292015565193	NA	4529
LY75	Other	0.0980484679096879	4	0.0821122562057389	0.40248799789943	0.846372193157354	NA	4530
LY75-CD302	Other	0.0980484679096879	4	0.0821122562057389	0.40248799789943	0.846372193157354	NA	4531
ACKR2	Other	0.192587756312453	4	0.0821165681869148	0.402495561681018	0.846372193157354	NA	4532
BBS9	Other	-0.0646929662128253	4	0.0821922748293168	0.402721394588438	0.846749917075232	4184	NA
IGFL2	Other	-0.0668054707216252	4	0.0822523185113712	0.402901844806329	0.846998584923874	4185	NA
SOX12	Other	0.141753797614766	4	0.0822625906052221	0.402932099932682	0.846998584923874	NA	4533
C1QL1	Other	0.111093734556163	4	0.0822882936602521	0.403001794777317	0.847047928786456	NA	4534
SAMD4B	Other	-0.175286475410899	4	0.0823351521048961	0.403148207978061	0.84725849305114	4186	NA
C7ORF49	Other	0.198343517400527	4	0.0823629123890731	0.403222765253716	0.8473180135351	NA	4535
OR5H2	Other	-0.117651524849439	4	0.0824025391546504	0.403341084408561	0.847446093915823	4187	NA
PARP2	Other	0.149695387099938	4	0.0824130701965295	0.403376201965935	0.847446093915823	NA	4536
PRKAR2B	Other	0.182418477355181	4	0.0824445288274018	0.403468588155334	0.847543024591317	NA	4537
CTF1	Other	0.106231775138845	4	0.0824632259477483	0.403526937327586	0.847568441657919	NA	4538
IL1RN	Other	-0.020791572397388	4	0.0825428887340942	0.403766276987843	0.847973961961862	4188	NA
C4ORF45	Other	-0.0979774367549235	4	0.0826030810149374	0.403933760723011	0.848185007460893	4189	NA
MME	Other	0.080544231916905	4	0.0826136808645403	0.403963475579251	0.848185007460893	NA	4539
GPR75-ASB3	Other	0.0987458497853026	4	0.0826331867097241	0.404020744211276	0.848185007460893	NA	4540
TMEM255B	Other	0.127139944038153	4	0.08266382839137	0.4041061068892	0.848185007460893	NA	4541
SLC12A6	Other	-0.204274662278911	4	0.0826733375447002	0.404130959314419	0.848185007460893	4190	NA
SPRN	Other	0.178789077133833	4	0.082679097620219	0.404144466067255	0.848185007460893	NA	4542
DENND4C	Other	0.113842078868109	4	0.0827260424654681	0.404282234946184	0.848376988162574	NA	4543
ABCG1	Other	-0.131553707126637	4	0.0827641172772152	0.404379483566604	0.848386767697949	4191	NA
KLK13	Other	0.0895144751398688	4	0.0827641172772153	0.404379483566604	0.848386767697949	NA	4544
TSKS	Other	0.20319004444978	4	0.0827838107337706	0.404436211928516	0.848408656112864	NA	4545
HPDL	Other	0.242127874748618	4	0.0828039059698897	0.40450266515247	0.848450937574014	NA	4546
GP6	Other	0.147341759975264	4	0.0828943695719911	0.404774961289646	0.848821588485356	NA	4547
TBX10	Nonessential	0.0232028879342386	4	0.0829145351872907	0.404820884249289	0.848821588485356	NA	4548
RGS13	Other	-0.165699729144	4	0.0829245368481835	0.404856001806663	0.848821588485356	4192	NA
HDAC4	Other	0.195712308197501	4	0.0829295897698596	0.404864646128478	0.848821588485356	NA	4549
SUV39H1	Other	0.218235785365872	4	0.0829647697941169	0.404965676639693	0.848839184501774	NA	4550
TNRC6B	Other	-0.195918230835721	4	0.0829647697941169	0.404965676639693	0.848839184501774	4193	NA
UBASH3A	Other	0.197794033415584	4	0.0830148035155352	0.405110469030096	0.849045569012528	NA	4551
PAGE2	Other	-0.0148371227658506	6	0.0696415849892458	0.405250398989479	0.849168052020655	4194	NA
MEF2D	Other	0.189808222966868	4	0.0830754688025269	0.40528659708708	0.849168052020655	NA	4552
IRF2BP1	Other	0.13752020482827	4	0.0830862968230373	0.405312530052525	0.849168052020655	NA	4553
CDK2AP2	Other	-0.0791737017628755	4	0.0831157442274667	0.405400594081017	0.849168052020655	4195	NA
RASGEF1C	Other	0.146419474619325	4	0.0831157442274667	0.405400594081017	0.849168052020655	NA	4554
ZNF812	Other	-0.129069288124504	4	0.0831862534808535	0.405589148350609	0.849465912305516	4196	NA
HDLBP	Other	-0.188415848378395	4	0.0832117451675929	0.405639933741273	0.849475194348369	4197	NA
TCEAL3	Other	0.0669042255307158	4	0.0832654383647699	0.405806336936215	0.849553675394943	NA	4555
SH3GL3	Other	-0.180946660234872	4	0.0832744968908981	0.405826326930412	0.849553675394943	4198	NA
WNK4	Other	-0.169176011000452	4	0.0832870411730269	0.405858743137219	0.849553675394943	4199	NA
ENOX1	Other	0.225693711664717	4	0.0832901876906193	0.405866847188921	0.849553675394943	NA	4556
GBGT1	Other	0.19480836631701	4	0.0833215727320867	0.405953290407072	0.849553675394943	NA	4557
WFDC10B	Other	0.0723157709411756	5	0.0777233212907735	0.405965716619681	0.849553675394943	NA	4558
SLCO4C1	Other	0.161283690305869	4	0.0833374615739582	0.406001914717282	0.849553675394943	NA	4559
SLC25A24	Other	-0.122109694758175	4	0.083418171040491	0.406238012756858	0.849950658954467	4200	NA
NSL1	Other	-0.344774948669316	4	0.0834659092487354	0.406370919204766	0.850018983865974	4201	NA
SH2D2A	Other	0.168199694209235	4	0.0834659092487354	0.406370919204766	0.850018983865974	NA	4560
KRT25	Nonessential	-0.156261648352581	4	0.0834787328852412	0.406409818652934	0.850018983865974	4202	NA
MAGI2	Other	0.188919698470047	4	0.083509023368905	0.406499503491766	0.850058859149265	NA	4561
AKAP5	Other	0.218726945092885	4	0.0835191216133187	0.406521654566417	0.850058859149265	NA	4562
NEK6	Other	-0.118506115565168	4	0.0835898291561702	0.4067258766693	0.850388866610563	4203	NA
CNGA1	Other	-0.0386873010662298	4	0.083640355793195	0.406870669059703	0.850594556375555	4204	NA
DHX30	Other	0.136594317412237	4	0.0836671108826532	0.406953870657174	0.850671453594544	NA	4563
MAST2	Other	-0.322943431625651	4	0.083781924588615	0.407289378397624	0.851241829622579	4205	NA
PNPLA7	Other	0.192440290796537	4	0.0837920419584105	0.407319633523977	0.851241829622579	NA	4564
CYSTM1	Other	0.175846737524143	4	0.0838667523774906	0.407534120759015	0.851592964313535	NA	4565
PNMA1	Other	0.11207356296705	4	0.0839168485222577	0.407676752068964	0.851793884211132	NA	4566
TIMP2	Other	0.184384031921407	4	0.0839659762664113	0.407835591482318	0.852028619414609	NA	4567
ZNF101	Other	0.0936018705316273	4	0.0840170346481916	0.407976061711813	0.85216842290566	NA	4568
ZNF322	Other	-0.15726011775048	4	0.0840249370013498	0.407995511435898	0.85216842290566	4206	NA
PLEKHH1	Other	0.17831286023327	4	0.0840671246294707	0.408128417883805	0.852348875913232	NA	4569
GLYATL1	Other	0.184513803974082	4	0.08408575387176	0.408180283814696	0.85236005938789	NA	4570
CSF1	Other	0.130823137491175	4	0.0841234396687458	0.408299143239654	0.852493854169016	NA	4571
CALM3	Other	0.0916852583595453	4	0.084154946061759	0.408384505917579	0.852493854169016	NA	4572
OR2L3	Nonessential	-0.11714274089791	4	0.0841672984289345	0.408417462394499	0.852493854169016	4207	NA
KRTAP1-1	Nonessential	0.179047923817675	4	0.0841707009717324	0.408430428877221	0.852493854169016	NA	4573
STX3	Other	0.156598281459947	4	0.0841871720104701	0.408483915618453	0.852508397406191	NA	4574
C17ORF104	Other	-0.20507022767693	4	0.0842074641418225	0.408541184250478	0.852530829261473	4208	NA
KLK5	Other	0.173051554778444	4	0.0842494926525665	0.408656261784642	0.852673876063457	NA	4575
ABHD17C	Other	0.194100101055874	4	0.0842785089246564	0.408735681491318	0.852742497610417	NA	4576
CHIC1	Other	0.178307222701206	4	0.0842988138122517	0.40878916823255	0.852757005922562	NA	4577
ISCA1	Other	-0.236950657141139	4	0.0843175437212362	0.408842114703667	0.852770384026793	4209	NA
GRAMD1C	Other	0.147384935860179	4	0.084349588433781	0.408928557921819	0.852853619264282	NA	4578
PRAMEF12	Other	-0.00809427428680748	4	0.0843676213770565	0.408979883582596	0.852863603383552	4210	NA
TBC1D2	Other	-0.0259630575177758	4	0.0844105413680659	0.4090965819271	0.853009894230975	4211	NA
ENPP5	Other	0.13053946220669	4	0.084467770526613	0.409251639449659	0.853155961711516	NA	4579
CCM2L	Other	0.223331170673592	4	0.0844702611714568	0.409259743501361	0.853155961711516	NA	4580
SP140	Other	0.174532014043925	4	0.0844918516385834	0.409324035644861	0.853192934170578	NA	4581
GTPBP3	Other	-0.0382590051724113	4	0.084522354685357	0.409424525885962	0.853305340769491	4212	NA
RNASE12	Nonessential	0.133244019398172	4	0.0845679114604326	0.409547167201714	0.85346388289045	NA	4582
RASL11B	Other	0.152432162085316	4	0.0846596692472661	0.409818923068777	0.853726319438036	NA	4583
ENSA	Other	-0.0960287981419915	4	0.0846647865906103	0.409829728471046	0.853726319438036	4213	NA
SLC50A1	Other	0.144412214379344	4	0.0846680441789644	0.409839453333088	0.853726319438036	NA	4584
SUN2	Other	-0.0912219703640959	4	0.0846749656147838	0.409859443327286	0.853726319438036	4214	NA
DIRC2	Other	0.209342856009015	4	0.0847070469071776	0.409940483844303	0.853798080114865	NA	4585
ADAMTSL1	Other	0.115602983280585	4	0.084768168682658	0.41012039379208	0.854075720072007	NA	4586
DCAF8L1	Nonessential	0.144074691549906	4	0.0848073574424813	0.410245196188286	0.854224928455367	NA	4587
LCE6A	Other	0.0268011077774808	4	0.0848492413852762	0.410370538854606	0.854224928455367	NA	4588
PGRMC2	Other	0.100899930487435	4	0.0848650464640219	0.410414841003908	0.854224928455367	NA	4589
PPT1	Other	0.190825029406172	4	0.0848682849719624	0.410423485325723	0.854224928455367	NA	4590
EED	Other	-0.0312012431291451	4	0.0848685017745671	0.410425106136064	0.854224928455367	4215	NA
NUTM1	Other	0.0522123405772504	4	0.084888888890708	0.410492639900245	0.854268466819428	NA	4591
KRTAP10-6	Nonessential	0.0936973054452313	4	0.0849183400363596	0.410567737446013	0.854327734351725	NA	4592
TMEM173	Other	0.199279761255752	4	0.0849915280585144	0.410780063600598	0.854572258133357	NA	4593
BMX	Other	0.219334330359533	4	0.0850112711477968	0.410828147640694	0.854572258133357	NA	4594
SQRDL	Other	0.196947468277733	4	0.0850418826664014	0.410930798962249	0.854572258133357	NA	4595
SMO	Other	-0.156022533815293	4	0.0850418826664015	0.410930798962249	0.854572258133357	4216	NA
LBR	Other	0.154957352576782	4	0.0850547961558351	0.410970778950644	0.854572258133357	NA	4596
ZNF675	Other	0.0828590320323389	4	0.0850684929092018	0.411000493806884	0.854572258133357	NA	4597
TAF11	Other	-0.203283147838611	4	0.085082707952164	0.411028047582669	0.854572258133357	4217	NA
ANKS6	Other	-0.139479780033175	4	0.0850929160464308	0.411058302709022	0.854572258133357	4218	NA
AIPL1	Nonessential	-0.0540503071988215	4	0.0851235445841004	0.411151229168535	0.85463224893918	4219	NA
PMEPA1	Other	0.203809270716502	4	0.0851337555149648	0.411192289697157	0.85463224893918	NA	4598
TNPO2	Other	0.165682245129314	4	0.0851685845580348	0.411281434265876	0.85463224893918	NA	4599
CCNDBP1	Other	0.159284914217376	4	0.0851746063301062	0.411298722909506	0.85463224893918	NA	4600
TIFA	Other	0.15157686686851	4	0.0851813869210574	0.411320333714044	0.85463224893918	NA	4601
DGKA	Other	-0.0800506973851964	4	0.0852359038284649	0.411480253667624	0.854858216699857	4220	NA
ARSD	Other	-0.0460108290502038	4	0.0852605430811391	0.411549408242145	0.854858216699857	4221	NA
ABRA	Other	0.121041755226312	4	0.0852686679942758	0.411579663368498	0.854858216699857	NA	4602
MEI1	Other	0.225414794721003	4	0.085292213496484	0.411651519293586	0.854858216699857	NA	4603
ATAD5	Other	-0.106756902399814	4	0.0852972268586361	0.411662324695855	0.854858216699857	4222	NA
HIST2H2BE	Other	-0.154001400202513	4	0.0853483488880863	0.411786586821948	0.854978592908572	4223	NA
KRTAP19-3	Nonessential	-0.30023633047918	4	0.0853555679539312	0.41181360032762	0.854978592908572	4224	NA
DAPK1	Other	0.132627275509303	4	0.0854187777510103	0.411998372706418	0.855265312439717	NA	4604
ANKRD65	Other	0.211803792916402	4	0.0854688102307791	0.412145866447389	0.855474589253013	NA	4605
LMNB2	Other	0.134048193712479	4	0.0855188406577373	0.412303625320515	0.855705123173699	NA	4606
POGZ	Other	-0.277277777524143	4	0.0855457402871393	0.41237332016515	0.855752855321768	4225	NA
RAB8B	Other	0.058064013670555	4	0.0855688690319401	0.412432209607515	0.855778155940594	NA	4607
GRB7	Other	-0.139238700897493	4	0.0855933088949867	0.412501364182036	0.855824748103702	4226	NA
FBXO2	Other	0.172090051378503	4	0.0856884767226873	0.412770418698533	0.856286019138477	NA	4608
ACER3	Other	0.18826241981859	4	0.0857169509867545	0.412840653813281	0.856334784582024	NA	4609
ELF4	Other	-0.0993283761155379	4	0.0857689620023255	0.41299895295652	0.856566185138206	4227	NA
SPATS2L	Other	-0.0942435410034398	4	0.0857887303842625	0.413055141048319	0.856585777396343	4228	NA
FERD3L	Other	0.184851969160764	4	0.085829762791831	0.413203715329516	0.856796932239049	NA	4610
F13B	Nonessential	0.207839779538527	4	0.0858689961724486	0.413302584760277	0.856800128101478	NA	4611
PRPSAP1	Other	0.164360134198107	4	0.0858810692656657	0.413335000967083	0.856800128101478	NA	4612
CCZ1	Other	-0.0828107545584505	4	0.0859015968220288	0.413392269599109	0.856800128101478	4229	NA
CCZ1B	Other	-0.0828107545584505	4	0.0859015968220288	0.413392269599109	0.856800128101478	4230	NA
LMTK3	Other	0.204476144734293	4	0.0859529281303762	0.413552729822802	0.856866608085342	NA	4613
P2RY11	Other	-0.0618004783839803	4	0.0859529281303762	0.413552729822802	0.856866608085342	4231	NA
LHX9	Other	0.16198375922941	4	0.0859583403983861	0.413564615765298	0.856866608085342	NA	4614
GPR161	Other	0.187464890839356	4	0.0860690398848019	0.41392713701142	0.857293438594961	NA	4615
PTPN11	Other	-0.127752695374631	4	0.0860854482717558	0.413969818350382	0.857293438594961	4232	NA
SPINT3	Other	0.171050165535847	4	0.0860864725556166	0.413970898890609	0.857293438594961	NA	4616
PFKFB2	Other	-0.0599250080791354	4	0.0860967501711636	0.414001694287076	0.857293438594961	4233	NA
OR8D1	Other	-0.335320440823138	4	0.0861190456824063	0.414062204539782	0.857293438594961	4234	NA
PKN2	Other	-0.045902740140184	4	0.0861481488939321	0.414142164516572	0.857293438594961	4235	NA
SMARCC2	Other	0.108514395518377	4	0.0861481488939322	0.414142164516572	0.857293438594961	NA	4617
SLC25A15	Other	0.169121004823085	4	0.0861490293556252	0.414144865867139	0.857293438594961	NA	4618
KCNJ11	Other	0.210374781818522	4	0.086164927453425	0.414192949907236	0.857296137339056	NA	4619
FZD10	Other	0.210009423160203	4	0.0861967270405778	0.414286956906975	0.857393876033566	NA	4620
CDK5R1	Other	0.175447522515739	4	0.0862190511214284	0.414355030941269	0.857437928752225	NA	4621
EPHB2	Other	0.152857364943349	4	0.0862612885374748	0.41445552118237	0.857534698165076	NA	4622
SLC25A17	Other	-0.112121436086756	4	0.0863024515180204	0.414568437636081	0.857534698165076	4236	NA
SLC22A17	Other	0.0352898213541611	4	0.0863080611972388	0.414581944388917	0.857534698165076	NA	4623
CLEC5A	Other	0.184452978185072	4	0.0863127440375578	0.414588967900391	0.857534698165076	NA	4624
LYRM1	Other	0.138451169315434	4	0.0863436258548146	0.414674870848429	0.857615583248879	NA	4625
ZNF71	Other	0.194654137812594	4	0.0863745140601465	0.414779142980324	0.857734436273688	NA	4626
POLH	Other	-0.00157662949152267	4	0.0864775208824652	0.415090338565669	0.858281117517145	4237	NA
RNF128	Other	0.102139264716383	4	0.086530895547561	0.415258902841064	0.858523706210702	NA	4627
DMRTC1	Other	0.172652712440523	4	0.0865702877148206	0.415363174972959	0.858523706210702	NA	4628
DMRTC1B	Other	0.172652712440523	4	0.0865702877148206	0.415363174972959	0.858523706210702	NA	4629
FAM20A	Other	-0.253531986778861	4	0.0865805986900637	0.415395050909653	0.858523706210702	4238	NA
EFCAB5	Other	-0.144048062169077	4	0.0866115358752364	0.415495541150754	0.85862767879764	4239	NA
TRIB1	Other	-0.0980979771053934	4	0.0866424794496812	0.415566316535615	0.85862767879764	4240	NA
NNAT	Other	0.244204771007018	4	0.0866583287799043	0.415605215983783	0.85862767879764	NA	4630
MAGED1	Other	0.0214854437423214	4	0.0866689740310522	0.415632769759569	0.85862767879764	NA	4631
SPATA2L	Other	0.140621068448753	4	0.0867189552073881	0.415760813776456	0.858795386977832	NA	4632
PNMA5	Other	0.132649344615022	4	0.0867663176429221	0.415906686707086	0.85879990094548	NA	4633
COX8A	Other	0.0632016445117451	4	0.0867689343323165	0.415913169948447	0.85879990094548	NA	4634
YIPF4	Other	0.070291464285017	4	0.0867858341844384	0.415945586155254	0.85879990094548	NA	4635
SIPA1L3	Other	0.108577207140646	4	0.0867869672814915	0.415950448586275	0.85879990094548	NA	4636
MTRNR2L3	Other	-0.101097752165345	4	0.0868592633819139	0.41615034852825	0.859115837234281	4241	NA
UGT2B17	Other	0.209067826867184	4	0.0868799258008951	0.416212479591296	0.859147319327562	NA	4637
GJA8	Nonessential	0.167367022209749	4	0.0869109247547584	0.416298922809448	0.859228973916651	NA	4638
TARBP1	Other	0.220912016034343	4	0.0870556710394487	0.41671006836578	0.859864152575339	NA	4639
CIDEC	Other	0.19155101054368	4	0.0870570225879124	0.416714930796801	0.859864152575339	NA	4640
DSC3	Other	0.104145093233552	4	0.0870729849798466	0.416765175917352	0.859864152575339	NA	4641
BRD7	Other	-0.112256426566371	4	0.087086706208446	0.416794350503478	0.859864152575339	4242	NA
ACSM3	Other	-0.0530990136494035	4	0.0871073998718555	0.416848377514822	0.859878812059504	4243	NA
DTX3	Other	0.247521888815468	4	0.0871280963759072	0.416911048847982	0.859911297826462	NA	4642
CCDC77	Other	0.180208671107531	4	0.0872186541525964	0.417194690657541	0.860243888040508	NA	4643
TBC1D1	Other	0.0939126829914542	4	0.0872212657981528	0.417197392008108	0.860243888040508	NA	4644
NKIRAS2	Other	-0.194881649801628	4	0.0872326707752234	0.417240073347071	0.860243888040508	4244	NA
TBX5	Other	0.168195250655037	4	0.0872419779264466	0.417260063341268	0.860243888040508	NA	4645
CPS1	Other	0.186161768996676	4	0.087304131356887	0.417454020311995	0.860493590693002	NA	4646
KCNB1	Other	0.216791642493485	4	0.0873125558427009	0.41747509084642	0.860493590693002	NA	4647
SPIDR	Other	0.174183839193404	4	0.0873559454142116	0.417600433512739	0.860655144461814	NA	4648
CUL7	Other	-0.196089408246427	4	0.0873870423719183	0.417703084834294	0.86076990134637	4245	NA
RABL6	Other	0.137122713128303	4	0.0874244421389747	0.417795471023693	0.86086348122107	NA	4649
LELP1	Other	0.163796381479106	4	0.0875633792194632	0.418189868206509	0.861223161642007	NA	4650
LPO	Other	-0.0474751733389007	4	0.0875633792194632	0.418189868206509	0.861223161642007	4246	NA
AGAP5	Other	-0.304600780429275	4	0.0875683768194553	0.418199052798437	0.861223161642007	4247	NA
C10ORF2	Other	-0.173134292143132	4	0.0875737583683616	0.418223364953542	0.861223161642007	4248	NA
CDKL4	Other	0.180298389693062	4	0.0875841382276421	0.418251458999441	0.861223161642007	NA	4651
STK32A	Other	0.155071265168308	4	0.0875843751751636	0.418251999269555	0.861223161642007	NA	4652
