Gene	Category	CCK
LIPN	Other	0.0593841145494401
LIPT1	Other	-0.162151082290864
LIPT2	Other	0.0653829877598126
LITAF	Other	0.230496208000381
LIX1	Other	-0.230368081089712
LIX1L	Other	-0.242656342879618
LKAAEAR1	Other	0.231712954283544
LLGL1	Other	-0.139289278021857
LLGL2	Other	0.131881571109219
LLPH	Other	-0.282608006363652
LMAN1	Other	0.086567754592806
LMAN1L	Other	0.140040922331955
LMAN2	Other	0.141385915141405
LMAN2L	Other	-0.0398156039367692
LMBR1	Other	0.0171441567833547
LMBR1L	Other	-0.0647963461827479
LMBRD1	Other	0.134936899002217
LMBRD2	Other	0.18054991324005
LMCD1	Other	-0.0271392285563848
LMF1	Other	0.0788682867989096
LMF2	Other	0.0869397582430868
LMLN	Other	-0.193159444670102
LMNA	Other	0.158598407425702
LMNB1	Other	-0.0433358066998535
LMNB2	Other	0.295081633800436
LMNTD1	Other	0.152342898352579
LMNTD2	Other	-0.0781337200432105
LMO1	Other	0.092613951445682
LMO2	Other	0.0649340344144218
LMO3	Other	0.129395806158072
LMO4	Other	0.135659829973022
LMO7	Other	0.0914073218356954
LMO7DN	Other	0.0564585427750209
LMOD1	Other	0.0164715940341998
LMOD3	Other	0.074691800153501
LMTK2	Other	0.0302427615027208
LMTK3	Other	0.0519886707060315
LMX1A	Other	0.139182232420299
LMX1B	Other	0.119033381580443
LNPEP	Other	0.00511274974840087
LNX1	Other	-0.0628038250878326
LNX2	Other	-0.0683372164156385
LOH12CR1	Other	-0.207598367471908
LONP1	Other	0.0307967038347033
LONP2	Other	0.201511674207218
LONRF1	Other	-0.0230432958550373
LONRF2	Other	0.025851160861836
LONRF3	Other	0.050683715999466
LOR	Nonessential	0.0257017717577779
LOX	Other	0.169412855918126
LOXHD1	Other	0.208792746908651
LOXL1	Other	0.0900042130411983
LOXL2	Other	-0.116807307814254
LOXL3	Other	-0.252968179838486
LOXL4	Other	-0.0125136004671486
LPA	Other	-0.209282133499893
LPAR1	Other	0.112429455012393
LPAR2	Other	-0.00602882756518045
LPAR3	Other	-0.113405940485697
LPAR4	Other	0.105962660982324
LPAR5	Other	0.0450050379230436
LPAR6	Other	-0.182246595804253
LPCAT1	Other	-0.0649224539261145
LPCAT2	Other	0.159020681063903
LPCAT3	Other	-0.128141637662504
LPCAT4	Other	0.080245096281523
LPGAT1	Other	-0.125791424249292
LPHN1	Other	0.104088594526328
LPHN2	Other	0.0079353812224694
LPHN3	Other	-0.0355118863923415
LPIN1	Other	0.130265720362799
LPIN2	Other	0.200699151011288
LPIN3	Other	0.0685076179603331
LPL	Other	0.120856600274557
LPO	Other	-0.229783010924351
LPP	Other	-0.0271067614773995
LPXN	Other	-0.0542188394105272
LRAT	Other	0.0634660579750288
LRBA	Other	-0.0474617298319278
LRCH1	Other	0.108753644311996
LRCH2	Other	0.200757479825638
LRCH3	Other	-0.00638742594684157
LRCH4	Other	-0.151975826808734
LRFN1	Other	0.0499582883334124
LRFN2	Other	0.275586040020658
LRFN3	Other	0.0697629607046624
LRFN4	Other	0.00434569769847584
LRFN5	Other	0.0150934374311125
LRG1	Other	0.122548872556316
LRGUK	Other	-0.14077084226158
LRIF1	Other	-0.0994619941036916
LRIG1	Other	0.0781873736651906
LRIG2	Other	0.219307944483867
LRIG3	Other	-0.0491063473544696
LRIT1	Nonessential	-0.126455782318112
LRIT2	Nonessential	0.101683665820859
LRIT3	Other	0.21878304520952
LRMP	Other	0.0113551159783906
LRP1	Other	-0.0977091539417475
LRP10	Other	-0.00429913385467566
LRP11	Other	0.166562302880838
LRP12	Other	-0.0281168209449483
LRP1B	Other	-0.261903794447294
LRP2	Other	-0.176162363803789
LRP2BP	Other	-0.0432275991239868
LRP3	Other	0.177384457843436
LRP4	Other	-0.273192966113073
LRP5	Other	-0.113616739268378
LRP5L	Other	0.110752593519238
LRP6	Other	-0.0209452921777683
LRP8	Other	-0.148022697635497
LRPAP1	Other	-0.0107161170926435
LRPPRC	Other	-0.102299282684833
LRR1	Other	-0.416998310388266
LRRC1	Other	-0.253426958428518
LRRC10	Nonessential	0.0752571081097742
LRRC10B	Other	-0.283750633066193
LRRC14	Other	0.0911899140334378
LRRC14B	Other	0.172068907026132
LRRC15	Other	0.0630977779224405
LRRC16A	Other	0.135895006195852
LRRC16B	Other	0.0502467501841165
LRRC17	Other	-0.108662134315355
LRRC18	Other	-0.0872506240956573
LRRC19	Other	-0.154351013079245
LRRC2	Other	0.0507255291688807
LRRC20	Other	0.0508989697046166
LRRC23	Other	0.149727178489502
LRRC24	Other	0.153984390926599
LRRC25	Other	-0.24769192958185
LRRC27	Other	0.261213034200383
LRRC28	Other	-0.101587495473559
LRRC29	Other	0.105803857908448
LRRC3	Other	0.138224855213641
LRRC30	Other	0.062344323316607
LRRC31	Other	-0.00570976290225375
LRRC32	Other	0.0796686215192295
LRRC34	Other	0.289479797582485
LRRC36	Other	0.0503104816549442
LRRC37A	Other	-0.456863371943285
LRRC37A2	Other	-0.465817523259023
LRRC37A3	Other	-0.236412080333597
LRRC37B	Other	-0.304418262864429
LRRC38	Other	-0.000611220763848082
LRRC39	Other	0.00668577013268194
LRRC3B	Other	0.0947877022049732
LRRC3C	Other	-0.169053982875874
LRRC4	Other	0.226266849647729
LRRC40	Other	-0.0560277641150132
LRRC41	Other	0.0807878628804052
LRRC42	Other	0.183762232017246
LRRC43	Other	0.0222506478585365
LRRC45	Other	-0.102204655322246
LRRC46	Other	-0.0179224193217756
LRRC47	Other	-0.0146925786650475
LRRC48	Other	-0.104495902800975
LRRC49	Other	-0.0664672150303103
LRRC4B	Other	0.00672247776274826
LRRC4C	Other	0.054844266411044
LRRC52	Other	0.175783105749557
LRRC55	Other	0.0402483508807109
LRRC56	Other	0.0275874100228863
LRRC57	Other	-0.115840115937522
LRRC58	Other	-0.0537873935039144
LRRC59	Other	0.0456584049279725
LRRC6	Other	0.0851614566334294
LRRC61	Other	0.123602071130814
LRRC63	Other	-0.0690797532007827
LRRC66	Other	-0.0874697937157319
LRRC7	Other	0.0118259299558084
LRRC70	Other	-0.0902566241230026
LRRC71	Other	0.0471826070476148
LRRC72	Other	0.0300602857268593
LRRC73	Other	-0.37128243909386
LRRC74A	Other	-0.0377974061676993
LRRC75A	Other	-0.316959201640583
LRRC75B	Other	0.037083310411994
LRRC8A	Other	-0.0358816597134262
LRRC8B	Other	0.115984354815144
LRRC8C	Other	0.1182773239563
LRRC8D	Other	0.0609876556630406
LRRC8E	Other	-0.153506316948976
LRRCC1	Other	-0.0184556639658332
LRRD1	Other	0.0130221257943293
LRRFIP1	Other	-0.0954053800491079
LRRFIP2	Other	0.014622230380863
LRRIQ1	Other	0.101529537686007
LRRIQ3	Other	-0.0765385921932708
LRRIQ4	Other	0.153807079639186
LRRK1	Other	0.101754872797352
LRRK2	Other	-0.0671394957187416
LRRN1	Other	0.168533248036759
LRRN2	Other	0.0241938737316625
LRRN3	Other	-0.14526010903365
LRRN4	Other	0.0830196404076957
LRRN4CL	Other	0.0296637242389758
LRRTM1	Other	-0.0609651907985808
LRRTM2	Other	-0.0999789950667681
LRRTM3	Other	-0.28642925463994
LRRTM4	Other	-0.0333375313953599
LRSAM1	Other	0.123191980930582
LRTM1	Other	-0.0694190260161831
LRTM2	Other	0.126220578393829
LRTOMT	Other	0.0299148463774347
LRWD1	Other	-0.283383814385136
LSAMP	Other	0.0680173549574904
LSG1	Other	-0.325397714368781
LSM1	Other	-0.0299233180693615
LSM10	Other	0.215051568335775
LSM11	Other	0.00952174988570673
LSM12	Other	0.0499873280402142
LSM14A	Other	-0.195872271211991
LSM14B	Other	0.0168688293374389
LSM2	Other	-0.546365709703608
LSM3	Other	-0.0594308385055866
LSM4	Essential	0.00620932235824667
LSM5	Other	-0.0673929187301602
LSM6	Essential	-0.115304377157293
LSM7	Other	-0.14939704307157
LSM8	Other	-0.033028962722992
LSMEM1	Other	0.0340374199113539
LSMEM2	Other	0.0128451458598244
LSP1	Other	-0.022388990648012
LSR	Other	0.193531667086706
LSS	Other	0.220251536919689
LST1	Other	-0.206498559197503
LTA	Other	-0.0187647230918244
LTA4H	Other	0.0184833928532734
LTB	Other	0.121436057857702
LTB4R	Other	-0.265979606802948
LTB4R2	Other	-0.0276990138695882
LTBP1	Other	0.0219358827766543
LTBP2	Other	-0.0376315007498687
LTBP3	Other	-0.205579065092236
LTBR	Other	0.149730550147721
LTC4S	Other	-0.0449232446621929
LTF	Other	-0.26060447807002
LTK	Other	-0.00456684510198612
LTN1	Other	-0.130348017735
LTV1	Other	-0.098556269810393
LUC7L	Other	0.126367772157088
LUC7L2	Other	-0.206302953711475
LUC7L3	Other	-0.37532088292463
LUM	Other	-0.103874097791984
LURAP1	Other	-0.047390246131719
LURAP1L	Other	-0.0441920265724328
LUZP1	Other	-0.211586979999936
LUZP2	Other	0.0337503268711127
LUZP4	Nonessential	0.154212340001227
LUZP6	Other	-0.118492607026084
LXN	Other	-0.110666555574287
LY6E	Other	0.0575460849120066
LY6G5B	Other	-0.0891599009023825
LY6G5C	Other	0.0659875064348376
LY6G6C	Other	-0.0272285652965657
LY6G6D	Other	0.0866859986554099
LY6G6F	Other	0.157472021975196
LY6H	Other	0.242833054278709
LY6K	Other	0.0642188935099922
LY75	Other	-0.0140797148775816
LY75-CD302	Other	-0.0140797148775816
LY86	Other	0.0477020112939526
LY9	Other	0.00909934065527633
LY96	Other	-0.118597113406563
LYAR	Other	0.204400778094012
LYG1	Other	0.146373642533717
LYG2	Other	-0.158276538835536
LYL1	Other	-0.054258430972357
LYN	Other	0.0628108893124288
LYNX1	Other	0.172580672617696
LYPD1	Other	0.0752427819469083
LYPD2	Other	-0.0422213117279777
LYPD3	Other	0.0674481034098649
LYPD4	Other	-0.037348971941182
LYPD5	Other	0.134261581413516
LYPD6	Other	0.00163101796849797
LYPD6B	Other	-0.0104575877745478
LYPLA1	Other	0.0442876815642935
LYPLA2	Other	-0.0695418452786439
LYPLAL1	Other	-0.0811111011845253
LYRM1	Other	0.0900790839505493
LYRM2	Other	-0.0919710564884018
LYRM4	Other	0.012819064105219
LYRM5	Other	0.0195257689413049
LYRM7	Other	-0.0488113298230447
LYRM9	Other	0.0695043611776213
LYSMD1	Other	-0.123443672974888
LYSMD2	Other	-0.053706493948073
LYSMD3	Other	0.19269300350272
LYSMD4	Other	0.0286683189194448
LYST	Other	-0.0347130790752657
LYVE1	Other	0.0166260835798537
LYZ	Other	-0.0641943949925296
LYZL1	Nonessential	0.0174961434000109
LYZL2	Nonessential	0.0174961434000109
LYZL4	Other	0.0171467321142768
LYZL6	Nonessential	-0.0614923453185712
LZIC	Other	0.0726961769863608
LZTFL1	Other	-0.157825549882308
LZTR1	Other	0.0777883107460415
LZTS1	Other	0.069644556186447
LZTS2	Other	-0.121463281993637
M1AP	Other	-0.0672135951505914
M6PR	Other	-0.0863948695221708
MAATS1	Other	-0.00715645734226789
MAB21L1	Other	0.0102408511530695
MAB21L2	Other	0.102237988511127
MAB21L3	Other	0.191263603804511
MACC1	Other	-0.0864370632992939
MACF1	Other	0.034884567032613
MACROD1	Other	-0.220734936800068
MACROD2	Other	0.149018331418828
MAD1L1	Other	-0.0921050547858432
MAD2L1	Other	-0.167045895065956
MAD2L1BP	Other	0.102223248219726
MAD2L2	Other	-0.190187773421061
MADCAM1	Other	-0.0299432447110287
MADD	Other	-0.116733351335968
MAEA	Other	-0.0222230514391097
MAEL	Other	-0.0308998312978652
MAF	Other	0.00475374725817674
MAF1	Other	-0.0174061117693831
MAFA	Other	0.103275041449547
MAFB	Other	0.010229472375174
MAFF	Other	0.04894236109181
MAFG	Other	-0.127499896964838
MAFK	Other	-0.0421313294813076
MAGEA1	Other	0.0991295427001662
MAGEA10	Nonessential	0.122912972553563
MAGEA11	Nonessential	0.0359083420976917
MAGEA12	Other	0.14390238147724
MAGEA2	Other	0.111391635646667
MAGEA2B	Other	0.111391635646667
MAGEA3	Other	0.0959565392516781
MAGEA4	Other	0.153527519902569
MAGEA6	Other	0.0472600036903461
MAGEA8	Other	0.0686593716960509
MAGEA9	Other	0.0195561038519663
MAGEA9B	Other	0.0195561038519663
MAGEB1	Nonessential	0.132530641590884
MAGEB10	Nonessential	-0.0818893161521829
MAGEB18	Nonessential	0.0680567960228355
MAGEB2	Other	0.175479524066552
MAGEB3	Nonessential	0.0631549306307401
MAGEB4	Nonessential	0.288157218452783
MAGEB6	Other	0.197616513797735
MAGEC1	Other	0.0251506048711378
MAGEC2	Other	-0.120701413285471
MAGEC3	Nonessential	0.247828187532962
MAGED1	Other	-0.0457117765091593
MAGED2	Other	0.0534853618922525
MAGED4	Other	0.0380281222569109
MAGED4B	Other	0.0380281222569109
MAGEE1	Other	-0.0229493948097873
MAGEE2	Other	0.0047807706242312
MAGEF1	Other	0.102736413780468
MAGEH1	Other	-0.0546738514569095
MAGI1	Other	0.0424775015831755
MAGI2	Other	0.0678613564150641
MAGI3	Other	0.0844477810686427
MAGIX	Other	0.0265123572597536
MAGOH	Other	-0.114909440192279
MAGOHB	Other	-0.0924008166979417
MAGT1	Other	0.0788015279422801
MAK	Other	-0.228240299506545
MAK16	Other	-0.186928281963716
MAL	Other	0.0239471106718458
MALL	Other	0.0322837773934268
MALSU1	Other	0.0614259118080984
MALT1	Other	0.107155204015967
MAMDC2	Other	0.088454787758956
MAMDC4	Other	0.0796752694077252
MAML1	Other	-0.0360872931218701
MAML2	Other	-0.0463266947745783
MAML3	Other	-0.0117668395428955
MAMLD1	Other	0.0919754190452037
MAMSTR	Other	0.00127550030911753
MAN1A1	Other	0.0399279893637967
MAN1A2	Other	0.0153066291089202
MAN1B1	Other	0.0239298006793898
MAN1C1	Other	0.0149822708203013
MAN2A1	Other	0.0682385976302215
MAN2A2	Other	0.17395377325562
MAN2B1	Other	0.0666023462023745
MAN2B2	Other	0.0791827231979779
MAN2C1	Other	-0.0353927846312524
MANBA	Other	-0.143716917609629
MANBAL	Other	-0.0185362976231446
MANEA	Other	0.115295117847286
MANEAL	Other	-0.0611374654800598
MANF	Other	-0.333434787124928
MANSC1	Other	-0.167885054794782
MANSC4	Other	-0.00702432785517878
MAOA	Other	-0.00197712000456936
MAOB	Other	0.0577668349796528
MAP10	Other	0.0145811660904163
MAP1A	Other	-0.032270339234218
MAP1B	Other	-0.0198866760430264
MAP1LC3B	Other	-0.195384453328082
MAP1LC3B2	Other	-0.0973624740060888
MAP1LC3C	Other	0.150139987618081
MAP1S	Other	0.207903141576326
MAP2	Other	0.0909356487967033
MAP2K1	Other	0.0168992752701137
MAP2K2	Other	-0.165174690479497
MAP2K3	Other	0.29303969323109
MAP2K4	Other	0.0966212936097977
MAP2K5	Other	0.0541574642837542
MAP2K6	Other	0.0715853592799062
MAP2K7	Other	-0.123932080100386
MAP3K1	Other	-0.0864899068107475
MAP3K10	Other	0.165977909284542
MAP3K11	Other	-0.276360645187054
MAP3K12	Other	-0.0456508321959263
MAP3K13	Other	-0.135893636689812
MAP3K19	Other	-0.103230324479106
MAP3K2	Other	-0.0487831313815798
MAP3K3	Other	-0.0888797096359636
MAP3K4	Other	0.138786964393501
MAP3K5	Other	-0.0979016083968338
MAP3K6	Other	-0.0151574495201124
MAP3K7	Other	0.0639600453095421
MAP3K7CL	Other	-0.0337320007145476
MAP3K8	Other	0.0247455303646893
MAP3K9	Other	0.141414749493911
MAP4	Other	-0.0302615547804917
MAP4K1	Other	0.0357780925840929
MAP4K2	Other	-0.0936634809935903
MAP4K3	Other	0.0692224754447703
MAP4K4	Other	-0.129849835408022
MAP6	Other	-0.115950388572416
MAP6D1	Other	-0.0875368227204384
MAP7	Other	-0.00486135241594516
MAP7D1	Other	-0.0875889795284979
MAP7D2	Other	0.196256823315546
MAP7D3	Other	0.0787725188263916
MAP9	Other	0.191520190163734
MAPK1	Other	0.0762434803362421
MAPK10	Other	0.0377929327676957
MAPK11	Other	0.167345548383852
MAPK12	Other	0.176470846080986
MAPK13	Other	0.0613975274815177
MAPK14	Other	0.0312076892612059
MAPK15	Other	-0.22180884247668
MAPK1IP1L	Other	-0.0476300045109746
MAPK3	Other	-0.145196785282141
MAPK4	Other	0.151747849973364
MAPK6	Other	-0.00732988633498266
MAPK7	Other	0.126722919047882
MAPK8	Other	0.188032772767496
MAPK8IP1	Other	-0.00383890023546352
MAPK8IP3	Other	-0.0432678594383856
MAPK9	Other	0.132918472236621
MAPKAP1	Other	-0.0657970449883235
MAPKAPK2	Other	-0.0547047691796877
MAPKAPK3	Other	0.0415605525459213
MAPKAPK5	Other	0.0263799033538646
MAPKBP1	Other	0.0407512445994651
MAPRE1	Other	0.0193872571362273
MAPRE2	Other	-0.0770880191970825
MAPRE3	Other	0.0625238010545267
MAPT	Other	0.16103655688168
MARC1	Other	-0.184636719832821
MARC2	Other	-0.0337519862229908
MARCH1	Other	0.153931451733715
MARCH10	Other	-0.0359050577322561
MARCH11	Other	0.186714621527001
MARCH2	Other	0.141796787088842
MARCH3	Other	-0.112552641698946
MARCH4	Other	-0.0638224828596041
MARCH5	Other	-0.481283831126337
MARCH6	Other	0.0994475963397347
MARCH7	Other	0.0352940238852623
MARCH8	Other	-0.00188388531424631
MARCH9	Other	-0.165977514836634
MARCKS	Other	-0.278698591277344
MARCKSL1	Other	-0.13253455891641
MARCO	Other	-0.0194083816257795
MARK1	Other	-0.171312207826905
MARK2	Other	-0.0400294353064534
MARK3	Other	-0.0409121583094832
MARK4	Other	0.187696446149705
MARS	Other	-0.218490844510788
MARS2	Other	-0.174723225126766
MARVELD2	Other	0.00649876647273705
MARVELD3	Other	0.0515410828256484
MAS1	Nonessential	0.154240837873418
MAS1L	Nonessential	-0.0602993416734343
MASP1	Other	-0.0185718019326894
MASP2	Other	0.0261520444603655
MAST1	Other	-0.0578166860268665
MAST2	Other	-0.285993223516135
MAST3	Other	-0.201299549627056
MAST4	Other	-0.113493266486074
MASTL	Other	-0.515807683443595
MAT1A	Other	0.170774909424007
MAT2A	Other	-0.499105319487271
MAT2B	Other	0.0788102527773768
MATK	Other	-0.0582049437843523
MATN1	Other	-0.0955261947590683
MATN2	Other	-0.0717411804081807
MATN3	Other	-0.139185291125255
MATN4	Other	0.00341958348159465
MATR3	Other	0.0952613315754912
MAU2	Other	-0.103375459229926
MAVS	Other	0.246308903488
MAX	Other	-0.0988249661161325
MAZ	Other	0.0776466756901125
MB	Other	-0.107161483538509
MB21D1	Other	0.221925326794134
MB21D2	Other	-0.00852078384345378
MBD1	Other	0.169243179488182
MBD2	Other	0.0599275122004121
MBD3	Other	-0.152334723852243
MBD3L1	Nonessential	0.270353004544271
MBD3L2	Nonessential	-0.183643695754557
MBD3L3	Other	-0.0573911714605225
MBD3L4	Other	-0.0573911714605225
MBD3L5	Other	-0.0573911714605225
MBD4	Other	-0.132962805044131
MBD5	Other	0.0982143568889052
MBD6	Other	-0.109937682593494
MBIP	Other	-0.0950610002722631
MBL2	Nonessential	0.308136603609248
MBLAC1	Other	-0.05749179677925
MBLAC2	Other	0.0763818502348598
MBNL1	Other	-0.279235866533246
MBNL2	Other	0.177749778822284
MBNL3	Other	-0.140167549535016
MBOAT1	Other	-0.0658493019755748
MBOAT2	Other	0.0666996034472769
MBOAT4	Other	0.0682710820384995
MBOAT7	Other	0.108107548814373
MBP	Other	0.0925159512012805
MBTD1	Other	-0.199368530100313
MBTPS1	Other	0.110315293248145
MBTPS2	Other	-0.123615852113851
MC1R	Other	0.0796466046242585
MC2R	Nonessential	0.0358228441836154
MC3R	Nonessential	0.086497669834304
MC4R	Other	0.15316335511251
MC5R	Nonessential	0.0580373991449936
MCAM	Other	0.0374922153506363
MCAT	Other	-0.0811772297813232
MCC	Other	0.155823937644205
MCCC1	Other	-0.116797293003703
MCCC2	Other	-0.161902597742079
MCCD1	Other	-0.112007167723453
MCEE	Other	-0.324703265619384
MCEMP1	Other	-0.0119775822718948
MCF2	Other	-0.192867239742332
MCF2L	Other	0.142439449028025
MCF2L2	Other	0.0541007950318088
MCFD2	Other	0.010135764489257
MCHR1	Other	0.0277633222696978
MCHR2	Other	0.0913824578937244
MCIDAS	Other	-0.231495741771211
MCL1	Other	-0.776533777689314
MCM10	Other	0.0834385464966189
MCM2	Other	0.0599405314392234
MCM3	Other	0.0490945582735169
MCM3AP	Other	-0.253261791109017
MCM4	Other	-0.121819028581947
MCM5	Other	-0.0024780603224643
MCM6	Other	0.205850723455941
MCM7	Other	-0.299809946743029
MCM8	Other	0.0015541884225184
MCM9	Other	0.155638288003301
MCMBP	Other	0.0471088402678321
MCMDC2	Other	0.0107520950289767
MCOLN1	Other	0.0629401810457729
MCOLN2	Other	-0.00889729551697474
MCOLN3	Other	0.231367700918592
MCPH1	Other	0.0306106973319066
MCRS1	Other	0.0470746801329276
MCTP1	Other	0.0297147382508282
MCTP2	Other	0.134822300340138
MCTS1	Other	-0.0158755396282926
MCU	Other	0.0232603583327868
MCUR1	Other	-0.0392259148171189
MDC1	Other	0.00715755047144358
MDFI	Other	0.197580218145078
MDFIC	Other	0.0882520518584882
MDGA1	Other	0.125728092606204
MDGA2	Other	0.0775287089904489
MDH1	Other	0.0825259531423792
MDH1B	Other	0.0480969860300177
MDH2	Other	-0.252793537463671
MDK	Other	0.130893058605983
MDM1	Other	-0.107689131594417
MDM2	Other	-0.341995810911639
MDM4	Other	-0.0036431723754982
MDN1	Other	-0.446277813343989
MDP1	Other	-0.211408456464102
ME1	Other	-0.129312303600863
ME2	Other	-0.112594317645819
ME3	Other	-0.0478635700265472
MEA1	Other	0.0568813402000087
MEAF6	Other	-0.182497214158685
MECOM	Other	0.111204941703493
MECP2	Other	0.0150075648385566
MECR	Other	-0.00762846928640071
MED1	Other	-0.286027530012817
MED10	Other	-0.0840219140378603
MED11	Other	-0.481949456831233
MED12	Other	0.0574387978778734
MED12L	Other	0.0753046044363298
MED13	Other	0.0975621918021275
MED13L	Other	-0.0749438470473196
MED14	Other	-0.302628295588194
MED15	Other	-0.00416787713802747
MED16	Other	0.117477075432401
MED17	Other	-0.079194384989255
MED18	Other	-0.0266144068582276
MED19	Other	-0.186566468176428
MED20	Other	0.158604409922693
MED21	Other	-0.0197767956760001
MED22	Other	-0.00377281724560286
MED23	Other	-0.139728829191401
MED24	Other	-0.017664217821486
MED25	Other	-0.0179929150992557
MED26	Other	-0.0824441917622374
MED27	Other	0.0963911071346172
MED28	Other	-0.0722251446190277
MED29	Other	-0.212484692527671
MED30	Other	-0.715352677538049
MED31	Other	0.00283205602323291
MED4	Other	-0.270443411220491
MED6	Other	-0.381716830433835
MED7	Other	0.127074093715579
MED8	Other	-0.260707870731345
MED9	Other	-0.442894376135067
MEDAG	Other	-0.0529522657548308
MEF2A	Other	0.114238164004667
MEF2B	Other	0.0761547231424362
MEF2BNB	Other	-0.078771456974342
MEF2BNB-MEF2B	Other	0.0761547231424362
MEF2C	Other	-0.0851006862423776
MEF2D	Other	0.0277474406350225
MEFV	Other	0.0631393763534279
MEGF10	Other	0.0509108347611224
MEGF11	Other	0.0378786852602662
MEGF6	Other	-0.0850261840446949
MEGF8	Other	0.0633609075015254
MEGF9	Other	0.0339971676589104
MEI1	Other	-0.0729396114538454
MEI4	Other	0.0494394045381446
MEIOB	Other	-0.163191469498823
MEIS1	Other	-0.157449483910987
MEIS2	Other	0.237984970371365
MEIS3	Other	-0.0282772672390724
MELK	Other	-0.170035796952633
MEMO1	Other	-0.145858374526638
MEN1	Other	-0.346647099717492
MEOX1	Other	0.0679735688270871
MEOX2	Other	0.24727839136782
MEP1A	Nonessential	0.0497392762872721
MEP1B	Nonessential	-0.0632621704489396
MEPCE	Other	-0.236593802032352
MEPE	Nonessential	-0.152760137022315
MERTK	Other	-0.165398431651427
MESDC1	Other	0.187605340487953
MESDC2	Other	0.0778714197364211
MESP1	Other	0.0999881396915731
MESP2	Other	-0.00403652112418778
MEST	Other	0.0883242354312052
MET	Other	-0.0269191691796545
METAP1	Other	-0.069189742853762
METAP1D	Other	0.195459093406028
METAP2	Other	0.000217480529368874
METRN	Other	0.0239291630365388
METRNL	Other	-0.0817113555442911
METTL1	Other	-0.104157121060767
METTL10	Other	-0.471532555499767
METTL11B	Other	-0.0416731049282069
METTL12	Other	-0.224421477596955
METTL13	Other	-0.160951417876143
METTL14	Other	0.186010123997536
METTL15	Other	-0.179010440620831
METTL16	Other	0.0224597088848844
METTL17	Other	-0.270857405127903
METTL18	Other	-0.000146719507423491
METTL20	Other	0.0377331285295256
METTL21A	Other	0.0511479890777645
METTL21B	Other	-0.328551949073223
METTL21C	Other	0.0268354935505982
METTL22	Other	0.108909426522171
METTL23	Other	-0.299490643014863
METTL24	Other	0.0188819211430235
METTL25	Other	-0.120727937637869
METTL2A	Other	-0.0148102003713763
METTL2B	Other	-0.0534550629389329
METTL3	Other	-0.0449672995337298
METTL4	Other	0.0888823126500947
METTL5	Other	-0.0187765745050537
METTL6	Other	0.0555679024954424
METTL7A	Other	-0.300099516816208
METTL7B	Other	-0.239258975729666
METTL8	Other	-0.109832878426276
METTL9	Other	0.0729640572127147
MEX3A	Other	-0.263697201039583
MEX3B	Other	0.118312439839068
MEX3C	Other	-0.0124605740588362
MEX3D	Other	0.235192404897515
MFAP1	Other	-0.336938764166164
MFAP2	Other	0.00836041228408972
MFAP3	Other	-0.0266712016049629
MFAP3L	Other	0.141734073781362
MFAP4	Other	-0.0888460633121812
MFAP5	Other	-0.0294966457030623
MFF	Other	0.198907102767652
MFGE8	Other	-0.0226910473840607
MFHAS1	Other	0.122557390661099
MFI2	Other	0.0663402194930734
MFN1	Other	0.0125180038898386
MFN2	Other	0.0881204227223145
MFNG	Other	-0.0487576712870778
MFRP	Nonessential	0.10400096087353
MFSD1	Other	-0.10641469992779
MFSD10	Other	-0.11983533396141
MFSD11	Other	-0.254036674152693
MFSD12	Other	0.0460721196740162
MFSD2A	Other	-0.0595836559283704
MFSD2B	Other	0.0895944112566748
MFSD3	Other	0.012604861263724
MFSD4	Other	-0.0651705587597681
MFSD5	Other	-0.0469874228309689
MFSD6	Other	0.111419191955672
MFSD6L	Other	0.209336627564488
MFSD7	Other	0.163518303813648
MFSD8	Other	-0.137073300934734
MFSD9	Other	0.0191106433301946
MGA	Other	-0.279896842408479
MGAM	Other	0.0921887612358642
MGARP	Other	-0.0686851832071007
MGAT1	Other	-0.0132809977009454
MGAT2	Other	-0.195362442847923
MGAT3	Other	0.0463090764767126
MGAT4A	Other	-0.13849535923749
MGAT4B	Other	0.144545540709636
MGAT4C	Other	0.004414783420937
MGAT4D	Other	-0.0370739398684566
MGAT5	Other	-0.073810350449062
MGAT5B	Other	0.126916646852077
MGEA5	Other	-0.203156502002629
MGLL	Other	0.0913930404520038
MGME1	Other	0.0369974756846753
MGMT	Other	-0.0484100864652536
MGP	Other	-0.000860907618739799
MGRN1	Other	0.135484757525236
MGST1	Other	0.289111939539669
MGST2	Other	-0.101760344594732
MGST3	Other	-0.0903073966479009
MIA	Other	0.0214717184287958
MIA2	Other	0.00851097848592179
MIA3	Other	-0.220207987728268
MIB1	Other	-0.135247970728867
MIB2	Other	0.0568779578791558
MICA	Other	0.0761719935132025
MICAL1	Other	0.209920234005745
MICAL2	Other	0.0270701046856781
MICAL3	Other	0.0830758750119942
MICALCL	Other	0.146087880403073
MICALL1	Other	0.0484434288525032
MICALL2	Other	0.0402689295927144
MICB	Other	-0.112472829258736
MICU1	Other	0.134082847340497
MICU2	Other	-0.0326851768866234
MICU3	Other	0.140303051727735
MID1	Other	0.0961701051597686
MID1IP1	Other	0.194490117415763
MID2	Other	-0.0641246269566485
MIDN	Other	-0.149402674886173
MIEF1	Other	0.0952935547251745
MIEF2	Other	-0.0669558841744187
MIEN1	Other	-0.232211815732536
MIER1	Other	-0.249980277752759
MIER2	Other	0.125899245470809
